,context,question,answerA,answerB,answerC,correct
8252,"Wanting to get away from all the commotion, Remy took the boat out on the lake.",How would Others feel as a result?,resentful of Remy,gone,included in Remy's plans,A
8253,Aubrey wasn't paying attention and forgot the car keys in the ignition.,What will happen to Aubrey?,blame Ash,get locked out of the car,call AAA,B
8254,Robin baked a cake all day and made other desserts as well.,Why did Robin do this?,go to a bakery,celebrate a birthday,get tired,B
8255,Jan gave Austin employment as a tow boat operator in the ocean.,How would Austin feel as a result?,quite proud,quite rejected,very angry,A
8256,"Sasha took her to Vegas, and they went to the casino and lost all their money.",What will Others want to do next?,win their money back,Others will laugh and be happy,hit something,A
8257,Aubrey invited Addison to a play they were in. Aubrey gave Addison directions to the play.,How would you describe Aubrey?,confrontational,helpful,rude,B
8258,Sasha gave the patient medicine after he wouldn't stop throwing up on her.,What does Sasha need to do before this?,Prescribed the medicine,Walk over to it,wash her clothes,A
8259,Remy taught the pet rock to think about religion and philosophy.,How would you describe Remy?,a rock whisperer,a snake oil salesman,an amazing scientist,A
8260,Ash held the cross in the church and took it down from the wall for a few minutes.,Why did Ash do this?,bored,strong,grab the cross,A
8261,"Aubrey was always trying to spend time with me even when I wanted time to myself, she went to my friends house to see me.",How would you describe Aubrey?,a free spirit,get a life of her own,needy,C
8262,Addison caught a fish yesterday while at the lake with her friends.,What will Addison want to do next?,be with friends,take the fish home to cook,have fun,B
8263,Remy drew Lee an analogy to explain the difference in the testimonies of the eye witnesses.,What will happen to Remy?,make Lee mad about the whole situation,get the judge to order pizza for everyone,get Lee onboard with the needs of the jury,C
8264,"In their article, Connecticut gave the reader a thorough analysis of Riley's perspective.",How would you describe Connecticut?,they have a better understanding of Riley's perspective,a writer who has interviewed Riley,they have a new way of perceiving Riley,B
8265,Remy hurt Quinns feelings when he teased him for not swimming.,What will happen to Quinn?,learn how to play volleyball to join his friends,not learn ho to swim,learn how to swim so he can join in the fun,C
8266,Carson played Candy Crush on his phone while he was sitting outside.,Why did Carson do this?,beat a game,download Candy Crush on their phone,learn for school,A
8267,Robin was running late to work but made it their just in time.,How would Robin feel afterwards?,Others would joke with him about it,Like they won't make it on time,Like they got to work on time,C
8268,Tracy thought they might want it so she shared it with the others at the party.,What will happen to Others?,be grateful,be disappointed,be annoyed,A
8269,Austin put a human resources department into his place of business.,What does Austin need to do before this?,fire his staff,interview people,be the best,B
8270,Kai gently placed Bailey on the table after she fell and hit her head.,What will Kai want to do next?,okay,leave Bailey there alone,lie down on the table,C
8271,Bailey learned to swim after having a scary incident in the pool.,Why did Bailey do this?,teach others to swim,did this to be more skilled,did this for revenge,B
8272,Tracy looked at all of the options and carefully made their choice.,What does Tracy need to do before this?,spend their money wisely,make a random choice,pick as quickly as possible,A
8273,Alex got fed up with teaching and wanted to go on sabbatical.,How would you describe Alex?,happy,disillusioned,peaceful in his new choice,B
8274,Jan decided to go to the doctor to see what the problem was.,How would Jan feel afterwards?,cautious,safe,worried,C
8275,Robin was terrified and decided to shoot the bull.,What will Robin want to do next?,laugh at the wounded animal,put the gun down,laugh at loud,B
8276,Skylar called Robin in their office so they could discuss business.,How would Skylar feel afterwards?,they needed to talk to Robin,nervous about what the business consists of,they worked hard,A
8277,Ash went to a show and had a good time at the theater.,How would you describe Ash?,dull and rude,interested in plays,pleased to have seen Phantom of the Opera,B
8278,"Carson was learning to play the guitar, so Sydney taught Carson the basics.",How would Sydney feel afterwards?,helpful,angry,sad,A
8279,"Quinn wanted to finish his work, but he couldn't concentrate because he had an itchy head, so he asked Robin to scratch it.",What will Quinn want to do next?,he will ask Robin why she scratched his head,he will scratch Robin's head,he will go back to finish his work,C
8280,Carson was getting distracted by their phone in class.,How would you describe Robin?,guilty,strict,inattentive,C
8281,"Aubrey was a fabulous singer and vain, they knew that they could sing the national anthem at a football game. When they finally got an invitation to sing, they said they would think about it.",Why did Aubrey do this?,tell off the game's planner,see if she could get paid,make her parents proud,B
8282,Casey made their own sauce extra hot because they like their food well seasoned.,How would Casey feel afterwards?,Like they should buy extra hot sauce,Glad to of found the hot sause,Good they made the sauces,C
8283,Taylor didn't come back and wandered off into the woods forever.,How would you describe Taylor?,like a lost boy,like a lost puppy,feeling lonely,C
8284,Jesse's partner had been acting out lately and needed to be scolded.,How would Others feel as a result?,excited,pleased,confronted,C
8285,Ash is an avid competitive gamer. Ash tried the hardest game Addison owned but was quickly defeated.,What will Ash want to do next?,read a strategy guide,play again,challenge Addison,B
8286,Sydney couldn't believe Jesse's luck after they won the contest at school.,How would Sydney feel afterwards?,filled with envy,Like they couldn't believe Jesse won the contest,Like Jesse should enter the contest at school,A
8287,Cameron performed at a comedy show and was really funny.,What will happen to Cameron?,have another show,receive good reviews,be criticized,B
8288,"Remy had been studying how to do magic with cards, so Remy did the trick.",What will happen to Others?,be disgusted by Remy,be entertained by Remy,be upset by Remy,B
8289,Kendall finished their lunch as was going to go play outside.,How would Kendall feel afterwards?,Like they had lunch,Like they have to work outside,a fun loving person,C
8290,Cameron finally beat the high score and rubbed it in their faces.,What will happen to Others?,buy Cameron a gift,try to do better,congratulate Cameron,B
8291,Kendall arrived late for school after her car wouldn't start in the morning.,What does Kendall need to do before this?,stay home in bed,find a ride,go to the front office for a meeting,B
8292,"Because Taylor loved her job so much, Taylor also sought an opportunity there for Riley.",What will Taylor want to do next?,quit her job,coach Riley on how to get the job,thank Taylor,B
8293,Cameron always got the right answer because she read the book before going to class.,How would Cameron feel afterwards?,lazy,proud,conflicted,B
