,context,question,answerA,answerB,answerC,correct
2023,Sasha deu a Robin o endereço para a festa.,O que acontecerá com Sasha?,ela vai encontrar,Reunião com Robin,ir ao partido,C
2024,A Aubrey achava que os pais tinham uma boa ideia sobre um projecto de ciência.,Porque é que o Aubrey fez isto?,Pensei que fosse uma boa ideia.,Começar o projeto de ciência que eles recomendaram,pedir ajuda aos pais para o projeto,A
2025,"A Aubrey queria tratar-se bem, por isso comprou uma blusa nova.",O que é que o Aubrey precisa de fazer antes disto?,Não tenho dinheiro.,Não tenho emprego.,ter um emprego,C
2026,O Kai comeu o jantar e acabou por fazer uma confusão na cama.,Porque é que o Kai fez isto?,comer a sua refeição no quarto dele,varrer as migalhas da cama,Lembra-te de não fazer isso da próxima vez.,A
2027,A Riley mexeu-se rapidamente enquanto estava no trabalho.,Como descreveria a Riley?,Despreocupado,exausto e pronto para ir para casa.,trabalhador,C
2028,Ash olhou para o amigo e sorriu para eles de forma amorosa.,O que é que o Ash vai querer fazer a seguir?,Vai para casa.,comprar uma cabra,falar com o amigo deles,C
2029,Jordan comeu alimentos saudáveis cozinhando do zero e planejando refeições.,Como descreveria o Jordan?,em dieta,Bom sobre as escolhas que fizeram,descuidado com a sua saúde,B
2030,Jordan foi para a porta para sair do trabalho mais cedo naquele dia.,Como descreveria o Jordan?,Estou feliz por sair mais cedo do trabalho .,- Estou contente.,Que ele era preguiçoso.,A
2031,O Austin encontrou-se com o cliente para almoçar e ficou satisfeito com o acordo que fizeram.,Porque é que o Austin fez isto?,Falar com os clientes,Fiz isto por negócios.,Fizeste isto para te vingares.,B
2032,A Taylor disse à Alex que gostava muito dela e ele disse o mesmo.,Como é que a Taylor se sentiria depois?,feliz,Horrível.,Desanimado,A
2033,"O Jesse precisava de comprar, por isso pouparam o dinheiro durante meses.",Como descreveria o Jesse?,realizados após atingirem o seu objetivo,bom a poupar dinheiro,Satisfeito por ter comprado o objeto,B
2034,A Skylar deu uma dica à Taylor sobre a sua má higiene.,O que vai acontecer com a Taylor?,Ela vai cheirar mais mal .,Ela vai saber .,Ela não vai fazer nada.,B
2035,O Kai juntou o dinheiro deles para poderem comprar o jantar que combinaram.,O que é que o Kai precisa de fazer antes disto?,Pedir comida,Jantar,- Vai buscar o dinheiro .,C
2036,Austin expressou a sua vontade de se reunirem contra o regime terrorista.,O que é que o Austin vai querer fazer a seguir?,ganhar apoio para a sua causa,derrubar o regime,Tente ser amigo do regime actual.,B
2037,Sasha tocou na comida depois de lhe terem dito para não fazer isso. Ela mal podia esperar para comer. Sua mãe a observava de perto.,O que é que o Sasha vai querer fazer a seguir?,Ajuda a mãe a preparar a comida.,"- Não , não .",Aguarde pacientemente,C
2038,A Addison assumiu o controlo demasiado depressa e teve de carregar no travão de emergência.,Como se sentiria a Addison depois?,muito descuidado.,um mau condutor,Agora é estúpido.,A
2039,Ash estava a jogar ténis com o amigo do Jesse quando o Jesse partiu o braço.,Porque é que o Ash fez isto?,Fica sozinha em casa.,passar mais tempo com o amigo,Ajuda o Jesse a sair .,C
2040,A Addison pôs as coisas em ordem depois de limpar a cozinha.,Como descreveria a Addison?,organizado sobre o trabalho de escritório,organizado e gosta de coisas no seu lugar adequado,Mal em manter as coisas em ordem.,B
2041,Kendall pediu à amiga de Sydney que dançasse depois de ver a amiga sozinha no fundo,O que o Kendall precisa fazer antes disso?,Necessidade de avisar o amigo,necessitou ser cruel para o amigo,ser bom,A
2042,Cameron realizou alguns testes com as pessoas que estavam na sala de hospital.,O que é necessário para Cameron diante disso?,alívio,boa,Afecções oculares,C
2043,Sasha foi a uma festa e trouxe um bolo grande com ela.,Porque é que o Sasha fez isto?,Vai para a cama.,Tem uma boa festa .,alugar um livro,B
2044,O Quinn estava a conduzir o camião e ficou preso na lama.,Como se sentiria o Quinn depois?,Como se não deviam estar a conduzir na lama.,imprudente,Como se não tivessem tomado uma decisão diferente.,A
2045,"James expressou seu amor pelos pratos de camarão, e Cameron também gostava de camarão.",Como se sentiria a Cameron depois?,Fome,aberta,Felizes por terem encontrado outro amante de camarão.,C
2046,O Jesse causou problemas à Addison quando fugiram deles enquanto estavam no centro comercial.,O que é que o Jesse vai querer fazer a seguir?,Continua a fugir da Addison .,- ... para ter melhores amigos.,Deixado de fora,A
2047,A Aubrey era uma mulher poderosa que adorava controlar outras mulheres.,Porque é que o Aubrey fez isto?,precisava de ter poder.,ser poderoso,Seja fraco.,A
2048,Bailey reuniu os amigos ao redor do refrigerador de água para uma discussão.,Como descreveria a Bailey?,Um líder desajeitado.,Um mau líder.,Um bom líder.,C
2049,Tracy criou para Remy uma imagem do logotipo da empresa e foi bem recebida.,O que vai acontecer ao Remy?,ser desprezado,ser grato,ser odiado,B
2050,"O Kai era conservador, por isso desligou as luzes.",O que é que o Kai precisa de fazer antes disto?,Tem uma razão para querer as luzes apagadas,Ter medo do escuro,poupar energia,A
2051,"O Casey e o marido estavam a fazer um casamento, por isso o Casey arranjou os seus assuntos para começarem uma nova vida.",Como descreveria o Casey?,irritado,responsável,apaixonados,B
2052,"A Addison contou ao Jordan um boato sobre alguém, então o Jordan contou-lhes o que a Addison tinha dito.",Como se sentiria Addison?,- Desligado.,Como se tivessem feito a coisa certa.,Como se tivessem ganho o jogo.,B
2053,Lee estava com calor e falta de ar e queria um pouco de ar fresco.,Como descreveria o Lee?,perfeitamente calmo.,exausto,respiração difícil,B
2054,A Riley deu o cão para adopção porque não podia dar ao luxo de cuidar dele.,Como descreveria a Riley?,Despreocupado,Triste por perder o cão.,responsável,B
2055,Riley trabalhava em um projeto e Jan fez o objeto de Riley.,Como se sentiria Jan depois?,eles trabalharam muito,contribuíram para o projeto,Agradecimentos pela assistência,B
2056,"Aubrey dirigiu o curso de ação de Lee, o que levou Lee a ficar gravemente ferido.",Como se sentiria Lee?,traído.,leal,feliz,A
2057,Quinn deu a Alex a cabeça para examinar quando Alex ficou atrás dele.,O que é que o Quinn precisa de fazer antes disto?,usar chapéu,Olhe meticulosamente para a cabeça,Senta-te .,C
2058,A Tracy estava à procura do amor em todos os lugares errados e estava muito triste.,O que é que a Tracy vai querer fazer a seguir?,Junte-se a um site de encontros online,tornar-me freira,Fica solteiro para sempre.,A
2059,Riley leu o livro e aprendeu muito sobre vida e espiritualidade.,Porque é que a Riley fez isto?,Aprenda sobre a vida,Faça algo emocionante,Quero ler o livro,A
2060,"O Quinn precisava de uma boa visão do público, mas o Kai agiu à maneira do Quinn.",Como descreveria o Kai?,como altruísta,como mau,irritado,B
2061,Ash e Jordan eram amantes há vários anos.,Como é que o Ash se sentiria depois?,Ansioso,incerto,agradecido,C
2062,Jesse ganhou um novo iPhone e ficou tão animado com ele.,Por que Jesse fez isso?,switch to Android,não gastar dinheiro,ter um telefone de fantasia,C
2063,Casey veio e saiu de casa da mãe depois de limpa.,Por que o Casey?,descarscar algumas roupas limpas,agradecer a mãe,ter roupas limpas,C
2064,"Depois de o casal ter entrado na lua de mel, Cameron lhes deu tempo sozinho.",Como os outros se sentiriam como resultado?,Reprovado de Cameron,abandonado por Cameron,excitado para ficar sozinho,C
2065,"A Aubrey pediu à Skylar para ser sua esposa, mas ela disse que não, porque eles estavam a ver outra pessoa.",O que vai acontecer à Skylar?,começar a namorar outras pessoas,Acabar com a Skylar.,ser gritado por Aubrey,C
2066,A Aubrey tocava violino numa banda de jazz de sucesso numa grande cidade.,Como é que o Aubrey se sentiria depois?,Um músico talentoso.,Como se ela tivesse falhado na música.,Não é boa no seu instrumento.,A
2067,O Jordan imediatamente fez xixi quando finalmente chegou ao destino.,O que acontecerá aos Outros?,Não molham as calças.,Muito alívio .,Fique na fila .,C
2068,Robin pediu ajuda a Sasha com um problema de matemática e Sasha foi ter com a Robin para ajudar.,Como se sentiria Robin?,- É bom.,Ainda bem que conhecem o Sasha.,Ainda bem que o Sasha os ajuda .,C
2069,A Skylar mudou a decoração do restaurante da Addison para ser mais moderna.,Porque é que a Skylar fez isto?,feche o restaurante.,magoar a Addison.,- Para fazer mais negócios.,C
2070,"Taylor queria correr uma maratona, mas estava fora de forma para isso, então Taylor começou a treinar no ginásio.",O que é que a Taylor vai querer fazer a seguir?,Inscreva-se para uma maratona,Ir ao ginásio e comer no bar,Olhe para as pessoas no ginásio,A
2071,Jan cumpriu as exigências sem comprometer sua integridade no trabalho.,Como descreveria o Jan?,descuidado,Honrado,orgulhosa de ter conseguido terminar o trabalho.,B
2072,O gato de Casey tinha morrido naquela manhã e precisava de ser enterrado antes do pôr do sol.,O que vai querer fazer o Casey a seguir?,ressuscitar o gato.,Cremem o gato em vez disso .,Diz adeus.,C
2073,Jan jogou futebol profissional e decidiu organizar um acampamento.,O que é que a Jan precisa de fazer antes disto?,de jogado muito futebol,de jogar muito futebol,Anúncio do acampamento,C
2074,"O Remy defendeu o caso da Bailey ao júri, mas não os convenceu.",O que vai acontecer ao Remy?,Vai almoçar.,Ganha o caso.,Vai para casa.,B
2075,O Lee gastou todo o dinheiro do Remy num presente para eles.,Como se sentiria o Remy?,culpado,Fico contente por receber um presente .,Desculpem.,B
2076,Taylor disse à Alex que iam sair da cidade e a Alex aceitou o convite dele para se juntar a eles.,O que é que a Taylor precisa de fazer antes disto?,Planeia uma viagem antes disto.,comprar os itens necessários,Compra uma mala antes disto.,A
2077,Jan precisava de uma mudança de ritmo na vida.,O que vai o Jan querer fazer a seguir?,Arranja um gato.,arranja um emprego.,fazer bolachas,B
2078,"A Kendall não queria cuidar do filho dela, por isso mandou o filho para um colégio interno.",Como descreveria a Kendall?,Incapável de ser mãe .,Preocupada com o bem-estar dos filhos.,Infeliz por ter feito mal ao filho.,A
2079,Robin apoiou os pontos de vista de sua esposa sobre o assunto e confiava no julgamento delas.,Porque é que a Robin fez isto?,Pensa no assunto,Perguntaram às suas esposas o que decidiram.,apoiar a sua esposa,C
2080,"O Alex estava aborrecido, por isso construiu fortes no quintal.",O que é que a Alex precisa de fazer antes disto?,Jogar nos fortes,ter um desejo de se divertir,Destruir os seus fortes,B
2081,Sasha expressou as palavras de Skylar em termos exatos para que as pessoas as ouvi,O que acontecerá com Sasha?,ser útil,ser ouvido,ser potente,B
2082,Cameron terminou a carreira aos 40 anos e mudou-se para a Flórida para desfrutar do clima quente.,O que é que a Cameron precisava de fazer antes disto?,Estava cansado de lidar com o inverno.,Tive de poupar muito dinheiro.,Tive de ir para a Florida.,B
2083,Robin foi ao mercado e comprou algumas maçãs para uma festa que estavam a fazer.,Porque é que a Robin fez isto?,comprar comida,alugar um livro,limpo para a festa .,A
2084,A Jordan convidou o Jesse para ir à loja com ela.,O que vai acontecer ao Jordan?,Faça uns biscoitos .,Encontre a carteira deles.,ir a uma quinta,B
2085,O Remy gostava do Alex e convidou-o para sair a um baile que estava a chegar.,Como é que o Remy se sentiria depois?,nervoso,frugal,Cuidado com o Alex.,A
2086,Bailey juntou forças com o amigo para trabalhar num projecto para a escola.,Como se sentiriam os Outros?,mais perto da amiga dela.,Companheirismo,Divertido com eles.,B
2087,A Jordan levou o elevador até ao piso mais alto.,Como se sentiria Jordan depois disso?,elevados,como de costume,no piso térreo,B
2088,"jordan quis jogar o jogo corretamente, assim ele permaneceu imóvel.",O que a Jordânia deseja fazer a seguir?,esquecimento em jogar o jogo,derrota de outros jogadores,manter a permanência ainda,C
2089,"Jordan estava se sentindo estressado e tenso ultimamente, e eles descobriram que a ioga os ajudou a aliviar sua tensão.",Como Jordan se sentiria depois?,aliviado,uma pessoa ocupada,Eles precisam de Yoga,A
2090,"Jan gosta de ficar informada, por isso Jan assistiu as notícias hoje.",O que é que a Jan precisa de fazer antes disto?,gostam de estar atualizados sobre os últimos acontecimentos,Encontre uma estação de notícias,Tem de ligar o rádio.,B
2091,O Remy convenceu a pessoa a mudar depois de ela ter derramado vinho em cima dela no jantar.,O que é que o Remy precisa de fazer antes disto?,derramar vinho antes disto,Cancele uma festa antes disto.,Deixe a festa antes disto .,A
2092,Lee sempre come com Alex para o café da manhã antes da escola.,O que Lee precisa fazer antes disso?,acordar para a escola,aguardar o ônibus,sôbre Alex,A
2093,A Skylar atirou a primeira pedra para a lagoa que saltou uma tonelada.,O que vai a Skylar querer fazer a seguir?,Pegue uma pedra,Encontre uma pedra.,qualificado,A
2094,O Casey foi com o pai da Cameron num cruzeiro de luxo.,Como se sentiria Cameron?,Muito relaxado .,Como um verdadeiro membro da família,Deixado fora da diversão,C
2095,A Sydney tentou beijar a Taylor depois de comer uma pizza de anchovas.,O que é que a Taylor vai querer fazer?,ser rejeitado,Olhe para o outro lado .,Beija a Sydney .,B
2096,Jan ficou cara a cara com o urso e puxou o peito.,Porque é que o Jan fez isto?,precisavam de se livrar da psique,Queria morrer.,Queriam manter-se firmes.,C
2097,"O Bailey estava a jogar hóquei nas ruas com a equipa deles e quando o Bailey tentou marcar um gol, o Jan bateu-lhes na perna com o taco.",O que vai querer fazer a Bailey a seguir?,Veja a tentativa de Bailey de marcar .,grita com Jan.,Liga para a mãe do Jan.,B
2098,Kai ficou em casa da escola porque estava doente.,Como é que o Kai se sentiria depois?,consideração para com seus professores e colegas de classe,É prudente ficar em casa porque ele vai ficar melhor mais rápido.,Muito doente.,B
2099,A Grace estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que precisava a Grace de fazer antes disto?,Acabar de ir para a faculdade de medicina,Faça um bom trabalho para Lee impressioná-los .,Como alguém que não está envolvido,B
2100,O Ash pensou em como eles podiam ganhar dinheiro extra.,Porque é que o Ash fez isto?,ser criativo,Vender as suas jóias,Publicitar as suas jóias,B
