,context,question,answerA,answerB,answerC,correct
1448,Alex estava jogando bola com o cão do vizinho para entretê-lo um pouco.,Como se sentiriam os Outros?,Como um cão.,Estou feliz com isso.,- Furioso com ele .,B
1449,O Ash dirigiu a noite toda para ir buscar o pacote novo.,Como descreveria o Ash?,muito cansado,Ela estava a divertir-se .,energético,A
1450,Jesse afirmou não ter tempo suficiente para terminar o relato.,Como Jesse sentiria como resultado?,inquietação que eles têm mais tempo,alívio têm tempo,Agradecimentos à Jackie,A
1451,O Carson encontrou um bom negócio no que ele realmente queria.,O que é que o Carson precisa de fazer antes disto?,Compre-o.,Encontrar o que eles querem,Compre-o em promoção,B
1452,Quinn ganhou dinheiro suficiente para que o Ash não precisasse de ganhar dinheiro.,Porque é que o Quinn fez isto?,adquirir as competências necessárias para um emprego mais bem remunerado,Entrevistar e encontrar um empregador bem pago,Para que o Ash pudesse ficar em casa.,C
1453,Jan apanhou o comboio e visitou a prima do Carson sozinha.,Como se sentiria Carson?,Deixado de fora,Agradeço pelo tempo.,Estou feliz por vê-los.,A
1454,O Remy gastou tudo o que tinha para comprar um carro novo.,Porque é que o Remy fez isto?,Arranja uma carta de condução.,sentiu-se pressionado a vender um carro,Precisava de um carro novo.,C
1455,A Tracy mandava na Tash porque pensava que era tudo o que tinha.,O que é que a Tracy vai querer fazer a seguir?,Vai trabalhar.,Ser um falhado,Agir melhor do que ela.,C
1456,Sydney compartilhou sua comida com seus amigos depois de notar que nenhum deles tinha nada para comer.,Porque é que a Sydney fez isto?,Compartilhe mais em seguida,Receber obrigado a seguir,ser generoso,C
1457,"Jan desafiou a equipe adversária a um jogo de basquete depois da escola, antes das finais.",Como se sentiriam os colegas dela?,Como se não soubessem jogar basquetebol.,Estressado com o jogo.,Estou animado para jogar basebol.,C
1458,"A Tracy queria saber o que se passava lá em baixo, estava cansada e decidiram investigar amanhã.",O que é que a Tracy vai querer fazer a seguir?,Sentir-se cansado,sentia-se exausto,Vai para a cama.,C
1459,Quinn viu a mãe do Ash na loja e esqueceu-se de dizer olá.,Como se sentiria o Quinn depois?,Como dizer a mãe deles,negligente,Mal por evitar a mãe do Ash.,C
1460,Sasha conheceu os clientes da Kendall para almoçar e tomou chá com uma sanduíche de presunto.,Como Kendall se sentiria?,um bebedor de chá,Amigos com Kendall,Amado agora,B
1461,Tracy ficou surpreendida com a distância da corrida.,O que vai acontecer com a Bailey?,Perder um ponto.,Perder uma corrida,Ganha um troféu.,C
1462,"Com o tempo, Addison ganhou a confiança do Kai, provando ser uma amiga leal.",Como é que o Kai se sentiria?,- Escepticismo sobre os motivos da Addison.,Estou feliz por poder confiar na Addison .,Estou nervoso com a Addison.,B
1463,A Riley disse ao Carson para lhes dar a faca para cortar os vegetais para o guisado.,Como é que a Riley se sentiria depois?,Como fazer um jantar delicioso.,responsável,Capaz de,B
1464,O Alex estava no primeiro dia com o novo chefe Riley.,O que é que a Riley vai querer fazer a seguir?,Aproxima-te do café da Riley.,Fica feliz pela Alex .,Pede à Alex para limpar.,C
1465,"O Jan não queria mais manter o segredo, por isso deu o nome ao Alex.",O que vai o Jan querer fazer a seguir?,"Pergunta , Alex .",Afasta-te do Alex.,Evita o Alex.,B
1466,Cameron e Kendall eram amigos há anos e Cameron finalmente conheceu o marido de Kendall.,Como você descreveria Cameron?,amigável,média,agressivo,A
1467,"Depois de ser criticado como um ladrão péssimo, Aubrey aceitou o dinheiro em paz.",Como é que o Aubrey se sentiria depois?,sem preocupação em levar dinheiro,feliz por ser um ladrão de merda,orgulhoso de ser um ladrão miserável,A
1468,Remy tomou um banho e esfregou o corpo. Remy ficou limpo.,O que Remy vai querer fazer a seguir?,ir em uma data,estava se preparando para ir a algum lugar formal,Entre na lama,A
1469,A Bailey assumiu o lugar da Taylor depois de ela ter aceitado uma nova oferta de emprego.,O que é que a Taylor vai querer fazer a seguir?,forte,Diz adeus à amiga dela.,Celebrar com os amigos,C
1470,"Nenhum outro se levantava para o bullying, então Cameron os enfrentava sozinho.",O que é necessário para Cameron diante disso?,estar disposto a se manter em pé,ser,ir para casa,A
1471,Aubrey deu uma palmada às crianças por se comportarem mal na reunião naquele dia.,Porque é que o Aubrey fez isto?,Seja frouxo.,Não se preocupem.,Mostre-lhes obediência,C
1472,A Tracy comprou algo que o Quinn possuía e não custou muito para pagar.,Como se sentiria o Quinn?,- Ótimo.,preguiçoso,separado,A
1473,"O Kai acabou de ser despedido e não conseguiu ajuda, por isso saiu sozinho.",Como descreveria o Kai?,Como um fracasso completo e abandonado,que ela vai recuperar disto!,desesperado,A
1474,A Tracy comprou algo que o Quinn tinha visto em casa dele.,Porque é que a Tracy fez isto?,magoou o Quinn.,Imita o Quinn .,ser o oposto de Quinn,B
1475,A Quinn derramou as tripas para dizer ao namorado como se sentia.,Como se sentiria o Quinn depois?,ansioso,- Ótimo.,- É bom.,A
1476,Addison sentou-se e assistiu TV sozinho depois de um longo dia de trabalho.,O que é que a Addison vai querer fazer a seguir?,Volte ao trabalho.,Vamos jantar.,Relaxa e relaxa,C
1477,Cameron pensou muito e resolveu resolver as coisas ontem.,O que é que a Cameron precisa de fazer antes disto?,Encontrar-se com a amiga dela.,Admite que ele estava errado.,Ignora a amiga dela.,B
1478,O Kendall puxou a mão do Cameron do cotovelo para cima.,Como você descreveria Kendall?,não ajudar,feliz,educado,A
1479,A Skylar segurou a cabeça do Aubrey enquanto ele vomitava na sanita porque bebiam muita cerveja.,O que vai a Skylar querer fazer a seguir?,Sair da casa de banho,Peitear e arrumar o cabelo do Aubrey,"Dá um tapa na cara do Aubrey, forte.",B
1480,O Kai gosta de ouvir e tocar música.,O que é que o Kai precisa de fazer antes disto?,Ouve-me bem.,precisava de mudar a dança para a música,precisava de relaxar e desfrutar da música.,C
1481,"Alex estava preocupado com a saúde deles, então eles fizeram uma pergunta ao médico.",O que os Outros vão querer fazer a seguir?,Certifique-se que não foi grave.,Dê uma resposta aleatória.,Responda à pergunta do Alex.,C
1482,Addison estava mostrando Sasha como fazer um movimento de ginástica. Addison levantou os,O que é necessário para Addison?,Necessitou de ensinar a Sasha a fazer uma handstand,Necessitou de pedir aconselhamento ao seu assistente,necessitou de explicar o que estavam fazendo,C
1483,Jordan pagou bem ao empreiteiro por remodelar sua nova casa.,Porque é que a Jordan fez isto?,Agradecer ao empreiteiro pelo seu trabalho,Mostrar que o empreiteiro fez um mau trabalho,Construir a casa,A
1484,Ash passou pela estrada para chegar a casa para assistir ao primeiro episódio de uma nova série.,Como se sentiria Ash depois?,alívio,calm,prurido,A
1485,Robin cometeu suicídio pulando da ponte alta.,O que vai querer fazer a seguir?,Salta de volta para cima .,Deixe os pertences dela,Acabar com a vida dele.,C
1486,A Bailey dirigiu até à cidade próxima para verem o filme no cinema.,O que vai querer fazer a Bailey a seguir?,vender bilhetes,Encha o carro com gasolina,Ver o filme,C
1487,A Skylar pagou bem ao Kai por um lugar no autocarro para o concerto.,O que é que a Skylar precisa de fazer antes disto?,Perder o dinheiro dela.,Vai ao concerto.,Embala para uma viagem,C
1488,Lee forneceu mobiliário e mantimentos para o apartamento de Quin antes de ele chegar em casa.,O que quer o Quinn fazer a seguir?,Descanse e relaxe,Aproveite estar em casa,Agradeça a seguir.,C
1489,A Tracy colocou as velas no bolo de aniversário.,O que é que a Tracy vai querer fazer a seguir?,Convide amigos para virem,Acende as velas.,Larga o bolo.,B
1490,Robin adorava as montanhas e freqentemente ia escalar.,O que Robin precisa fazer antes disso?,entrar em forma,Vestir-se para a escola,Dirigir para as montanhas,C
1491,"Carson trouxe a mão para a boca de Taylor para silenciar, nunca fechando",Como senti-lo-ia depois?,feliz que Taylor tem tanto para falar sobre,em amor ao som da voz de Taylor,irritado que Taylor nem sempre será quieto,C
1492,O Casey molhou os pés deles quando estavam no lago um dia.,O que vai querer fazer o Casey a seguir?,Fica na costa .,Não entres na água.,ir nadar,C
1493,"A Tracy fez uma curva no pescoço, mas ainda assim não conseguia ver o filme sobre a cabeça da outra pessoa.",Porque é que a Tracy fez isto?,ser capaz de ouvir o filme,Ver além da pessoa à frente,Vai para outro sítio.,B
1494,Carson deixou o guarda da Jan vigiar os filhos enquanto eles estavam fora.,O que é que o Carson vai querer fazer a seguir?,Certifique-se que Jan conhece a rotina,Deixem os filhos em casa,Fala com Jan.,B
1495,"Skylar estava tendo uma festa do pijama naquela noite, então Skylar trouxe sua amiga para a casa.",Como você descreveria o Skylar?,amigável,assertivo,média,A
1496,"Depois de notar que eles estavam ficando mais nervosos durante o dia, Jan reduziu sua dependência de cafeína.",O que é que a Jan precisa de fazer antes disto?,Ignora os sinais,Continuar a beber menos cafeína,ter em conta o seu corpo,C
1497,Remy carregava consigo sua bolsa quando viajavam pelo país.,Por que a Remy fez isso?,Levar bilhetes para viajar,Embalagem o saco,ver o lado do país,C
1498,"O cão de Tracy estava doente há semanas e o veterinário disse que não havia cura, então Tracy colocou seu cão para dormir.",O que Tracy vai querer fazer a seguir?,obter um novo filhote de cachorro,mostrar misericórdia,Faça uma festa,A
1499,A Casey tinha emprestado a caneta da Riley e colocado-a na bolsa dela.,Como é que o Casey se sentiria depois?,Louco para emprestar a caneta.,Desagradada com a sua amiga.,Estou contente por ter um amigo.,C
1500,Aubrey mudou o canal frequentemente porque queria encontrar um bom show.,Por que o Aubrey?,Atenção ao programa,encontrar o melhor,evitar a TV,B
1501,"A Robin era uma criança normal, por isso via a mãe todos os dias.",O que acontecerá aos Outros?,Fique tenso .,Amo a mãe.,estar contente,C
1502,Quinn parecia muito desapontado com o facto de terem sido enganados com o dinheiro da herança.,O que vai acontecer ao Quinn?,Vai comprar uma casa nova nas montanhas.,começar um fundo de educação para os seus filhos,Arranjar um advogado para tentar recuperar as perdas,C
1503,Austin concedeu uma passagem pelo governo para o acesso secreto ao laboratório.,Como se sentiriam como resultado?,manter- o secreto,foram sorteados,foram infelizes,B
1504,Alex comprou algumas sacolas da loja e colocou muitas coisas nelas.,Porque é que a Alex fez isto?,comprar um mapa,Livra-te de tudo .,Mantenha as coisas num saco,C
1505,A Cameron castigou a Ash por uma semana depois de ter notas más.,O que é que o Ash vai querer fazer a seguir?,desistir da escola,- Não é verdade.,Fique em casa.,B
1506,Remy tentou coisas diferentes quando cozinhava receitas para aprender a cozinhar.,Porque é que o Remy fez isto?,ensinar,Certifique-se que ele tinha todos os ingredientes,cozinhar boa comida,C
1507,Robin deu doces às crianças depois que elas terminaram suas tarefas.,O que vai querer fazer a seguir?,Diz-lhes que fizeram bem.,Pensam que poderiam fazer bem,"Então, faça um lanche.",A
1508,Jordan tornou-se outro graduado que estava desempregado porque ninguém os contratava.,Porque é que a Jordan fez isto?,Perder o emprego,Encontre outro grau.,- Encontre um emprego.,C
1509,Addison esperou a resposta de Sasha para a pergunta sobre matemática.,Como descreveria a Addison?,Como alguém com uma pergunta,Esperançoso,Curioso.,C
1510,"A Riley parecia saber como navegar através do crowed, por isso o Quinn ficou perto dela.",Porque é que o Quinn fez isto?,seguro,Amado,"Tinha medo de se perder na multidão, por isso ficou perto da amiga.",C
1511,A Sydney viu que o Ash estava a vacilar e deu-lhes um conselho.,Porque é que a Sydney fez isto?,impedir Ash de cometer os mesmos erros que eles fizeram,"Fica perto, para mostrar apoio ao Ash e dar-lhes um impulso de confiança",Deixe o Ash correr um risco para o sucesso.,B
1512,"Remy apresentou a Skylar com a aparência de amizade, mas era tudo mentira, Skylar estava apenas usando Remy para entrar na multidão popular.",Como descreveria o Remy?,envergonhado,culpado,crédulo,C
1513,"A Aubrey tinha outro compromisso logo depois, por isso foi depressa para casa.",O que é que o Aubrey precisa de fazer antes disto?,Vai para casa e desmaia no sofá .,Ver televisão de reality toda a noite,apanhar outro autocarro para o seu encontro,C
1514,Tracy permaneceu amiga de seus colegas de classe por anos após a formatura.,Como você descreveria Tracy?,Feliz,Um mentiroso elaborado,uma pessoa muito extrovertida,C
1515,O Austin moveu o carro da Jordan da estrada para o lado da estrada.,O que é que o Austin vai querer fazer a seguir?,passivo,forte,preguiçoso,B
1516,A Bailey passou horas a limpar porque os amigos vinham visitar.,O que vai querer fazer a Bailey a seguir?,Continuar a limpar,Impressionar os amigos dela.,apresentar uma boa fachada,B
1517,Tracy aprendeu a surfar com seus amigos no período de verão.,O que vai acontecer com os amigos com quem aprendeu?,tem um tempo ruim,risada,estar preparado para outro grupo,B
1518,O Lee esqueceu-se de renovar a licença no dia em que estava a expirar.,O que é que o Lee vai querer fazer a seguir?,Mas os dias passaram tão depressa que ele esqueceu-se .,Espera até a semana que vem.,Vai renovar a licença.,C
1519,"Finalmente, Jordan conseguiu a coragem de convidar a pessoa para sair com ele.",Como se sentiria Jordan depois disso?,superou o medo,confiante,triste,A
1520,Cameron beijou a mãe na bochecha antes de sair de casa.,O que os Outros vão querer fazer a seguir?,falar da escola,Espetar os lábios dele,Vai brincar com os amigos.,A
1521,Casey dividiu os cabelos quando tentavam fazer um argumento.,O que é necessário para o Casey após este?,Alternar a sua estratégia,fazem um argumento mais grave,ganhar o argumento,A
1522,O Riley trabalhou duro para ganhar dinheiro para comprar boa comida e um bom carro.,O que é que a Riley vai querer fazer a seguir?,preguiçoso,passivo,orgulhoso,C
1523,Jan precisava obter boas notas para a pós-graduação.,Porque é que o Jan fez isto?,sustentar uma família,- Tenho boas notas .,competir com os colegas de classe,B
1524,A Robin ensinou-os a usar pauzinhos no novo restaurante chinês.,Como se sentiriam os Outros?,conhecedor,muito preguiçoso.,ignorante,A
1525,Jan deu-lhe um nome e mostrou ao filhote a cama que ela comprou para ele.,O que vai o Jan querer fazer a seguir?,Treina o filhote a seguir .,comprar uma cama,Deixa o filhote sozinho .,A
